date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently
2021-03-02,NC,863409.0,,,1353.0,,334.0,,
2021-03-02,ND,99957.0,305430.0,,24.0,3874.0,3.0,566.0,
2021-03-02,NE,201346.0,765676.0,,154.0,6140.0,,,
2021-03-02,NH,75803.0,576072.0,,88.0,1119.0,,346.0,
2021-03-02,NJ,795785.0,9983526.0,,1915.0,63917.0,395.0,,228.0
2021-03-02,NM,185542.0,,,199.0,13148.0,,,
2021-03-02,NV,294289.0,1120242.0,,459.0,,108.0,,53.0
2021-03-02,NY,1642480.0,,,5369.0,,1076.0,,747.0
2021-03-02,OH,970583.0,,,1131.0,50503.0,295.0,7160.0,207.0
2021-03-02,OK,424999.0,3100280.0,2435.0,447.0,23999.0,134.0,,
2021-03-02,OR,155787.0,,,158.0,8621.0,33.0,,13.0
2021-03-02,PA,935834.0,3898167.0,,1670.0,,354.0,,190.0
2021-03-02,PA,935834.0,3898167.0,,1670.0,,354.0,,190.0
2021-03-02,PR,100735.0,305972.0,,162.0,,23.0,,24.0
2021-03-02,RI,126849.0,670284.0,,157.0,8966.0,25.0,,17.0
2021-03-02,SC,518823.0,4549598.0,,706.0,20428.0,190.0,,86.0
2021-03-02,SD,112652.0,310811.0,,92.0,6640.0,13.0,,10.0
2021-03-02,TN,776337.0,,,991.0,18679.0,256.0,,133.0
2021-03-02,TX,2655592.0,,,5644.0,,1728.0,,
2021-03-02,UT,371979.0,1541145.0,,237.0,14753.0,92.0,2324.0,
2021-03-02,VA,578559.0,,217.0,1345.0,24258.0,305.0,,200.0
2021-03-02,VI,2646.0,45225.0,110.0,,,,,
2021-03-02,VT,15372.0,317005.0,,24.0,,7.0,,
2021-03-02,WA,340708.0,,,473.0,19372.0,125.0,,61.0
2021-03-02,WI,618307.0,2631712.0,23.0,275.0,26222.0,71.0,2259.0,
2021-03-02,WI,618307.0,2631712.0,23.0,275.0,26222.0,71.0,2259.0,
2021-03-02,WV,132184.0,,,210.0,,61.0,,28.0
2021-03-02,WY,54527.0,181403.0,,24.0,1385.0,,,
2021-03-01,AK,56339.0,,,25.0,1279.0,,,5.0
2021-03-01,AL,493769.0,1905141.0,,651.0,45648.0,,2651.0,
2021-03-01,AR,322509.0,2444369.0,,441.0,14763.0,173.0,,84.0
2021-03-01,AS,0.0,2140.0,,,,,,
2021-03-01,AZ,817821.0,3002212.0,,1241.0,57589.0,382.0,,196.0
2021-03-01,CA,3479078.0,,,5409.0,,1518.0,,
2021-03-01,CO,429839.0,2175502.0,,427.0,23550.0,,,
2021-03-01,CT,282626.0,,,417.0,,,,
2021-03-01,DC,40684.0,,,168.0,,46.0,,25.0
2021-03-01,DE,87080.0,539551.0,,151.0,,23.0,,
2021-03-01,FL,1875818.0,9192789.0,8441.0,3686.0,80659.0,,,
2021-03-01,GA,1008660.0,,,2348.0,56089.0,,9132.0,
2021-03-01,GU,7737.0,109867.0,,3.0,,2.0,,1.0
2021-03-01,HI,28355.0,,,31.0,2214.0,3.0,,3.0
2021-03-01,HI,28355.0,,,31.0,2214.0,3.0,,3.0
2021-03-01,IA,280279.0,1035119.0,,197.0,,48.0,,15.0
2021-03-01,ID,171140.0,500096.0,,162.0,7076.0,35.0,1231.0,
2021-03-01,IL,1187839.0,,,1288.0,,308.0,,148.0
2021-03-01,IN,662213.0,2457982.0,,763.0,42815.0,124.0,7514.0,66.0
2021-03-01,KS,294302.0,964803.0,,165.0,9290.0,43.0,2521.0,16.0
2021-03-01,KY,405126.0,,,719.0,19143.0,180.0,3976.0,82.0
2021-03-01,LA,430504.0,5155000.0,,629.0,,,,91.0
2021-03-01,MA,582543.0,4355357.0,,788.0,19444.0,184.0,,119.0
2021-03-01,MD,382702.0,3003717.0,,904.0,35069.0,235.0,,
2021-03-01,ME,44762.0,,,62.0,1529.0,20.0,,8.0
2021-03-01,MI,647415.0,,,893.0,,226.0,,103.0
2021-03-01,MI,647415.0,,,893.0,,226.0,,103.0
2021-03-01,MN,485230.0,3015197.0,,230.0,25727.0,47.0,5308.0,
2021-03-01,MO,478416.0,1859688.0,,1066.0,,212.0,,125.0
2021-03-01,MP,143.0,17429.0,,,4.0,,,
2021-03-01,MS,294994.0,1459374.0,,455.0,9012.0,111.0,,65.0
2021-03-01,MT,100003.0,,,68.0,4584.0,13.0,,6.0
2021-03-01,NC,862170.0,,,1319.0,,333.0,,
2021-03-01,ND,99852.0,305019.0,,25.0,3871.0,3.0,565.0,
2021-03-01,NE,200946.0,764460.0,,158.0,6106.0,,,
2021-03-01,NH,75588.0,575922.0,,90.0,1118.0,,345.0,
2021-03-01,NJ,792496.0,9868082.0,,1865.0,63777.0,387.0,,226.0
2021-03-01,NM,185297.0,,,186.0,13127.0,,,
2021-03-01,NV,293980.0,1119425.0,,464.0,,105.0,,56.0
2021-03-01,NY,1636680.0,,,5307.0,,1065.0,,741.0
2021-03-01,OH,968847.0,,,1181.0,50382.0,295.0,7148.0,224.0
2021-03-01,OK,424888.0,3084829.0,2965.0,484.0,23995.0,150.0,,
2021-03-01,OR,155597.0,,,177.0,8570.0,35.0,,16.0
2021-03-01,PA,933270.0,3889842.0,,1715.0,,366.0,,203.0
2021-03-01,PA,933270.0,3889842.0,,1715.0,,366.0,,203.0
2021-03-01,PR,100584.0,305972.0,,155.0,,23.0,,23.0
2021-03-01,RI,126588.0,669132.0,,162.0,8947.0,28.0,,18.0
2021-03-01,SC,517976.0,4535334.0,,725.0,20406.0,194.0,,88.0
2021-03-01,SD,112470.0,310347.0,,92.0,6632.0,15.0,,7.0
2021-03-01,TN,775693.0,,,1009.0,18620.0,257.0,,127.0
2021-03-01,TX,2647845.0,,,5611.0,,1747.0,,
2021-03-01,UT,371492.0,1538003.0,,238.0,14724.0,89.0,2309.0,
2021-03-01,VA,577174.0,,188.0,1321.0,24158.0,295.0,,196.0
2021-03-01,VI,2646.0,45225.0,110.0,,,,,
2021-03-01,VT,15284.0,316758.0,,29.0,,8.0,,
2021-03-01,WA,339773.0,,,498.0,19319.0,135.0,,58.0
2021-03-01,WI,617700.0,2629622.0,44.0,287.0,26158.0,73.0,2256.0,
2021-03-01,WI,617700.0,2629622.0,44.0,287.0,26158.0,73.0,2256.0,
2021-03-01,WV,132048.0,,,225.0,,59.0,,30.0
2021-03-01,WY,54471.0,181196.0,,28.0,1384.0,,,
2021-02-28,AK,55989.0,,,43.0,1277.0,,,5.0
2021-02-28,AL,493252.0,1903691.0,,657.0,45428.0,,2650.0,
2021-02-28,AR,322415.0,2441857.0,,455.0,14763.0,183.0,,85.0
2021-02-28,AS,0.0,2140.0,,,,,,
2021-02-28,AZ,816782.0,2996831.0,,1251.0,57599.0,402.0,,210.0
2021-02-28,CA,3475562.0,,,5674.0,,1585.0,,
2021-02-28,CO,428303.0,2172628.0,,404.0,23476.0,,,
2021-02-28,CT,279946.0,,,451.0,,,,
2021-02-28,DC,40598.0,,,163.0,,45.0,,26.0
2021-02-28,DE,86799.0,538644.0,,142.0,,22.0,,
2021-02-28,FL,1874154.0,9185534.0,8433.0,3679.0,80572.0,,,
2021-02-28,GA,1006521.0,,,2341.0,56039.0,,9126.0,
2021-02-28,GU,7736.0,109867.0,,4.0,,1.0,,1.0
2021-02-28,HI,28326.0,,,30.0,2214.0,3.0,,3.0
2021-02-28,HI,28326.0,,,30.0,2214.0,3.0,,3.0
2021-02-28,IA,280039.0,1033790.0,,196.0,,50.0,,19.0
2021-02-28,ID,171140.0,500096.0,,162.0,7076.0,35.0,1231.0,
2021-02-28,IL,1186696.0,,,1265.0,,303.0,,150.0
2021-02-28,IN,661673.0,2455528.0,,778.0,42775.0,116.0,7508.0,67.0
2021-02-28,KS,293663.0,960800.0,,258.0,9249.0,63.0,2510.0,29.0
2021-02-28,KY,404622.0,,,732.0,19101.0,187.0,3970.0,118.0
2021-02-28,LA,430100.0,5147067.0,,630.0,,,,91.0
2021-02-28,MA,581148.0,4348539.0,,760.0,19444.0,183.0,,124.0
2021-02-28,MD,382099.0,2999585.0,,868.0,35000.0,240.0,,
2021-02-28,ME,44634.0,,,72.0,1527.0,24.0,,8.0
2021-02-28,MI,645550.0,,,841.0,,195.0,,93.0
2021-02-28,MI,645550.0,,,841.0,,195.0,,93.0
2021-02-28,MN,484594.0,3008703.0,,263.0,25719.0,60.0,5306.0,
2021-02-28,MO,478224.0,1857446.0,,1172.0,,229.0,,136.0
2021-02-28,MP,143.0,17429.0,,,4.0,,,
2021-02-28,MS,294795.0,1436186.0,,492.0,9012.0,114.0,,69.0
2021-02-28,MT,99954.0,,,68.0,4581.0,13.0,,6.0
2021-02-28,NC,858548.0,,,1414.0,,348.0,,
2021-02-28,ND,99809.0,304951.0,,21.0,3867.0,3.0,565.0,
2021-02-28,NE,200848.0,764004.0,,151.0,6102.0,,,
2021-02-28,NH,75424.0,576603.0,,87.0,1118.0,,345.0,
2021-02-28,NJ,789356.0,9868082.0,,1849.0,63713.0,393.0,,229.0
2021-02-28,NM,185132.0,,,192.0,13108.0,,,
2021-02-28,NV,293754.0,1117229.0,,491.0,,115.0,,67.0
2021-02-28,NY,1630445.0,,,5259.0,,1083.0,,728.0
2021-02-28,OH,967422.0,,,1149.0,50279.0,316.0,7134.0,203.0
2021-02-28,OK,424508.0,3084829.0,2965.0,484.0,23985.0,150.0,,
2021-02-28,OR,155315.0,,,177.0,8570.0,35.0,,16.0
2021-02-28,PA,931642.0,3884586.0,,1720.0,,374.0,,211.0
2021-02-28,PA,931642.0,3884586.0,,1720.0,,374.0,,211.0
2021-02-28,PR,100297.0,305972.0,,150.0,,25.0,,20.0
2021-02-28,RI,126436.0,668442.0,,168.0,8900.0,34.0,,19.0
2021-02-28,SC,516823.0,4510915.0,,769.0,20387.0,203.0,,97.0
2021-02-28,SD,112427.0,310122.0,,89.0,6626.0,15.0,,9.0
2021-02-28,TN,775004.0,,,1004.0,18605.0,255.0,,134.0
2021-02-28,TX,2644024.0,,,5696.0,,1740.0,,
2021-02-28,UT,371235.0,1535603.0,,230.0,14695.0,84.0,2308.0,
2021-02-28,VA,576050.0,,171.0,1323.0,24115.0,295.0,,180.0
2021-02-28,VI,2646.0,45225.0,110.0,,,,,
2021-02-28,VT,15198.0,315878.0,,26.0,,8.0,,
2021-02-28,WA,339773.0,,,498.0,19319.0,135.0,,58.0
2021-02-28,WI,617367.0,2626796.0,29.0,290.0,26127.0,73.0,2254.0,
2021-02-28,WI,617367.0,2626796.0,29.0,290.0,26127.0,73.0,2254.0,
2021-02-28,WV,131855.0,,,239.0,,65.0,,34.0
2021-02-28,WY,54394.0,180826.0,,25.0,1382.0,,,
2021-02-27,AK,55989.0,,,43.0,1277.0,,,5.0
2021-02-27,AL,492683.0,1900915.0,,622.0,45428.0,,2650.0,
2021-02-27,AR,319195.0,2389866.0,,475.0,14763.0,172.0,,97.0
2021-02-27,AS,0.0,2140.0,,,,,,
2021-02-27,AZ,815707.0,2986896.0,,1317.0,57508.0,415.0,,220.0
2021-02-27,CA,3470877.0,,,5897.0,,1651.0,,
2021-02-27,CO,427462.0,2167955.0,,393.0,23459.0,,,
2021-02-27,CT,279946.0,,,451.0,,,,
2021-02-27,DC,40478.0,,,171.0,,49.0,,26.0
2021-02-27,DE,86517.0,537607.0,,159.0,,22.0,,
2021-02-27,FL,1868769.0,9162962.0,8421.0,3728.0,80467.0,,,
2021-02-27,GA,1004187.0,,,2405.0,55963.0,,9115.0,
2021-02-27,GU,7735.0,109867.0,,4.0,,1.0,,1.0
2021-02-27,HI,28270.0,,,30.0,2214.0,3.0,,3.0
2021-02-27,HI,28270.0,,,30.0,2214.0,3.0,,3.0
2021-02-27,IA,279744.0,1032263.0,,181.0,,43.0,,18.0
2021-02-27,ID,170907.0,499231.0,,162.0,7065.0,35.0,1229.0,
2021-02-27,IL,1185447.0,,,1353.0,,312.0,,160.0
2021-02-27,IN,660942.0,2451232.0,,800.0,42736.0,138.0,7497.0,73.0
2021-02-27,KS,293663.0,960800.0,,258.0,9249.0,63.0,2510.0,29.0
2021-02-27,KY,403947.0,,,765.0,19090.0,209.0,3968.0,87.0
2021-02-27,LA,428592.0,5116086.0,,651.0,,,,95.0
2021-02-27,MA,579680.0,4340080.0,,785.0,19444.0,204.0,,139.0
2021-02-27,MD,381272.0,2993098.0,,892.0,34927.0,222.0,,
2021-02-27,ME,44492.0,,,74.0,1525.0,24.0,,8.0
2021-02-27,MI,645550.0,,,841.0,,195.0,,93.0
2021-02-27,MI,645550.0,,,841.0,,195.0,,93.0
2021-02-27,MN,483790.0,2999036.0,,263.0,25714.0,60.0,5304.0,
2021-02-27,MO,477950.0,1854790.0,,1209.0,,238.0,,150.0
2021-02-27,MP,143.0,17429.0,,,4.0,,,
2021-02-27,MS,294091.0,1436186.0,,492.0,9012.0,114.0,,69.0
2021-02-27,MT,99837.0,,,68.0,4579.0,13.0,,6.0
2021-02-27,NC,858548.0,,,1414.0,,348.0,,
2021-02-27,ND,99780.0,304810.0,,21.0,3866.0,3.0,565.0,
2021-02-27,NE,200681.0,763406.0,,154.0,6099.0,,,
2021-02-27,NH,75166.0,576446.0,,93.0,1114.0,,345.0,
2021-02-27,NJ,786967.0,9868082.0,,1919.0,63664.0,404.0,,248.0
2021-02-27,NM,184888.0,,,227.0,13097.0,,,
2021-02-27,NV,293488.0,1115359.0,,491.0,,115.0,,67.0
2021-02-27,NY,1622865.0,,,5445.0,,1121.0,,753.0
2021-02-27,OH,966154.0,,,1204.0,50197.0,313.0,7130.0,201.0
2021-02-27,OK,423802.0,3084829.0,2965.0,484.0,23909.0,150.0,,
2021-02-27,OR,154878.0,,,177.0,8570.0,35.0,,16.0
2021-02-27,PA,929697.0,3876216.0,,1785.0,,386.0,,209.0
2021-02-27,PA,929697.0,3876216.0,,1785.0,,386.0,,209.0
2021-02-27,PR,100044.0,305972.0,,174.0,,30.0,,19.0
2021-02-27,RI,126093.0,666805.0,,168.0,8900.0,34.0,,19.0
2021-02-27,SC,515072.0,4485388.0,,865.0,20340.0,221.0,,109.0
2021-02-27,SD,112293.0,309734.0,,91.0,6610.0,22.0,,10.0
2021-02-27,TN,773887.0,,,1038.0,18586.0,251.0,,124.0
2021-02-27,TX,2640209.0,,,5912.0,,1813.0,,
2021-02-27,UT,370770.0,1532559.0,,252.0,14664.0,89.0,2308.0,
2021-02-27,VA,574314.0,,182.0,1374.0,24091.0,303.0,,185.0
2021-02-27,VI,2646.0,45225.0,110.0,,,,,
2021-02-27,VT,15098.0,315231.0,,30.0,,4.0,,
2021-02-27,WA,338822.0,,,498.0,19275.0,135.0,,59.0
2021-02-27,WI,616886.0,2623498.0,53.0,304.0,26088.0,89.0,2254.0,
2021-02-27,WI,616886.0,2623498.0,53.0,304.0,26088.0,89.0,2254.0,
2021-02-27,WV,131580.0,,,237.0,,65.0,,37.0
2021-02-27,WY,54350.0,180826.0,,25.0,1381.0,,,
2021-02-26,AK,55989.0,,,43.0,1277.0,,,5.0
2021-02-26,AL,491849.0,1896419.0,,691.0,45428.0,,2650.0,
2021-02-26,AR,318638.0,2382628.0,,504.0,14747.0,184.0,,98.0
2021-02-26,AS,0.0,2140.0,,,,,,
2021-02-26,AZ,814528.0,2980441.0,,1354.0,57460.0,419.0,,225.0
2021-02-26,CA,3465726.0,,,6152.0,,1725.0,,
2021-02-26,CO,426198.0,2162933.0,,409.0,23438.0,,,
2021-02-26,CT,279946.0,,,451.0,,,,
2021-02-26,DC,40284.0,,,179.0,,50.0,,24.0
2021-02-26,DE,86098.0,536182.0,,156.0,,26.0,,
2021-02-26,FL,1863453.0,9137648.0,8372.0,3864.0,80238.0,,,
2021-02-26,GA,1000822.0,,,2476.0,55778.0,,9087.0,
2021-02-26,GU,7734.0,109867.0,,4.0,,1.0,,1.0
2021-02-26,HI,28166.0,,,30.0,2214.0,3.0,,3.0
2021-02-26,HI,28166.0,,,30.0,2214.0,3.0,,3.0
2021-02-26,IA,279429.0,1030990.0,,196.0,,46.0,,18.0
2021-02-26,ID,170595.0,498100.0,,143.0,7057.0,38.0,1228.0,
2021-02-26,IL,1183667.0,,,1393.0,,336.0,,174.0
2021-02-26,IN,660071.0,2446355.0,,781.0,42708.0,151.0,7490.0,79.0
2021-02-26,KS,293663.0,960800.0,,258.0,9249.0,63.0,2510.0,29.0
2021-02-26,KY,402926.0,,,818.0,18981.0,218.0,3950.0,105.0
2021-02-26,LA,428592.0,5116086.0,,651.0,,,,95.0
2021-02-26,MA,577980.0,4331641.0,,807.0,19444.0,211.0,,137.0
2021-02-26,MD,380436.0,2986551.0,,943.0,34848.0,245.0,,
2021-02-26,ME,44295.0,,,68.0,1519.0,23.0,,9.0
2021-02-26,MI,644125.0,,,841.0,,195.0,,93.0
2021-02-26,MI,644125.0,,,841.0,,195.0,,93.0
2021-02-26,MN,482978.0,2993564.0,,263.0,25683.0,60.0,5295.0,
2021-02-26,MO,477472.0,1851725.0,,1214.0,,238.0,,156.0
2021-02-26,MP,143.0,17429.0,,,4.0,,,
2021-02-26,MS,293542.0,1436186.0,,522.0,9012.0,120.0,,70.0
2021-02-26,MT,99613.0,,,76.0,4571.0,14.0,,7.0
2021-02-26,NC,855905.0,,,1465.0,,367.0,,
2021-02-26,ND,99711.0,304347.0,,21.0,3864.0,2.0,563.0,
2021-02-26,NE,200403.0,762246.0,,166.0,6088.0,,,
2021-02-26,NH,74893.0,575460.0,,95.0,1109.0,,344.0,
2021-02-26,NJ,782833.0,9807667.0,,2008.0,63560.0,439.0,,270.0
2021-02-26,NM,184736.0,,,226.0,13079.0,,,
2021-02-26,NV,293029.0,1114940.0,,509.0,,118.0,,72.0
2021-02-26,NY,1614724.0,,,5626.0,,1132.0,,771.0
2021-02-26,OH,964380.0,,,1235.0,50118.0,308.0,7119.0,214.0
2021-02-26,OK,423023.0,3077988.0,3176.0,526.0,23879.0,150.0,,
2021-02-26,OR,154554.0,,,181.0,8551.0,40.0,,13.0
2021-02-26,PA,926336.0,3863935.0,,1897.0,,403.0,,218.0
2021-02-26,PA,926336.0,3863935.0,,1897.0,,403.0,,218.0
2021-02-26,PR,99860.0,305972.0,,169.0,,28.0,,24.0
2021-02-26,RI,125622.0,665579.0,,168.0,8900.0,34.0,,19.0
2021-02-26,SC,513295.0,4453146.0,,916.0,20275.0,212.0,,113.0
2021-02-26,SD,112107.0,309181.0,,96.0,6591.0,21.0,,8.0
2021-02-26,TN,772513.0,,,1432.0,18553.0,271.0,,134.0
2021-02-26,TX,2629136.0,,,6185.0,,1839.0,,
2021-02-26,UT,370084.0,1529094.0,,254.0,14628.0,94.0,2303.0,
2021-02-26,VA,572639.0,,241.0,1481.0,23978.0,313.0,,187.0
2021-02-26,VI,2636.0,45074.0,103.0,,,,,
2021-02-26,VT,14963.0,314298.0,,25.0,,10.0,,
2021-02-26,WA,337653.0,,,548.0,19224.0,168.0,,62.0
2021-02-26,WI,616018.0,2620297.0,53.0,304.0,26013.0,89.0,2252.0,
2021-02-26,WI,616018.0,2620297.0,53.0,304.0,26013.0,89.0,2252.0,
2021-02-26,WV,131234.0,,,267.0,,62.0,,33.0
2021-02-26,WY,54350.0,180826.0,,25.0,1381.0,,,
2021-02-25,AK,55886.0,,,45.0,1271.0,,,5.0
2021-02-25,AL,491110.0,1891548.0,,722.0,45312.0,,2642.0,
2021-02-25,AR,318122.0,2376434.0,,522.0,14714.0,204.0,,108.0
2021-02-25,AS,0.0,2140.0,,,,,,
2021-02-25,AZ,812907.0,2970392.0,,1385.0,57390.0,415.0,,241.0
2021-02-25,CA,3460326.0,,,6520.0,,1783.0,,
2021-02-25,CO,424677.0,2156899.0,,412.0,23385.0,,,
2021-02-25,CT,279159.0,,,485.0,,,,
2021-02-25,DC,40122.0,,,205.0,,55.0,,26.0
2021-02-25,DE,85801.0,534965.0,,164.0,,26.0,,
2021-02-25,FL,1857670.0,9110793.0,8364.0,3957.0,79956.0,,,
2021-02-25,GA,997388.0,,,2583.0,55604.0,,9036.0,
2021-02-25,GU,7730.0,109535.0,,4.0,,1.0,,1.0
2021-02-25,HI,28088.0,,,34.0,2209.0,5.0,,5.0
2021-02-25,HI,28088.0,,,34.0,2209.0,5.0,,5.0
2021-02-25,IA,278883.0,1029613.0,,227.0,,55.0,,22.0
2021-02-25,ID,170289.0,497063.0,,143.0,7044.0,38.0,1229.0,
2021-02-25,IL,1181226.0,,,1463.0,,334.0,,168.0
2021-02-25,IN,659127.0,2440984.0,,889.0,42672.0,147.0,7467.0,80.0
2021-02-25,KS,292837.0,955931.0,,214.0,9189.0,52.0,2482.0,22.0
2021-02-25,KY,401750.0,,,843.0,18888.0,220.0,3937.0,122.0
2021-02-25,LA,427689.0,5093408.0,,679.0,,,,100.0
2021-02-25,MA,575993.0,4322172.0,,853.0,19444.0,221.0,,142.0
2021-02-25,MD,379466.0,2979131.0,,952.0,34759.0,243.0,,
2021-02-25,ME,44117.0,,,67.0,1521.0,22.0,,8.0
2021-02-25,MI,642868.0,,,821.0,,186.0,,86.0
2021-02-25,MI,642868.0,,,821.0,,186.0,,86.0
2021-02-25,MN,481831.0,2984254.0,,265.0,25625.0,50.0,5287.0,
2021-02-25,MO,477078.0,1848736.0,,1202.0,,257.0,,163.0
2021-02-25,MP,143.0,17429.0,,,4.0,,,
2021-02-25,MS,292811.0,1436186.0,,534.0,9012.0,130.0,,76.0
2021-02-25,MT,99445.0,,,75.0,4567.0,15.0,,6.0
2021-02-25,NC,852981.0,,,1498.0,,373.0,,
2021-02-25,ND,99621.0,303910.0,,25.0,3863.0,4.0,563.0,
2021-02-25,NE,200106.0,760841.0,,160.0,6082.0,,,
2021-02-25,NH,74568.0,574809.0,,97.0,1106.0,,343.0,
2021-02-25,NJ,778963.0,9756055.0,,2032.0,63441.0,438.0,,268.0
2021-02-25,NM,184080.0,,,245.0,13054.0,,,
2021-02-25,NV,292630.0,1111490.0,,532.0,,116.0,,71.0
2021-02-25,NY,1606520.0,,,5703.0,,1124.0,,774.0
2021-02-25,OH,962404.0,,,1262.0,49951.0,338.0,7104.0,215.0
2021-02-25,OK,422156.0,3034289.0,3102.0,491.0,23813.0,145.0,,
2021-02-25,OR,154062.0,,,191.0,8528.0,49.0,,24.0
2021-02-25,PA,922990.0,3852446.0,,1962.0,,421.0,,229.0
2021-02-25,PA,922990.0,3852446.0,,1962.0,,421.0,,229.0
2021-02-25,PR,99619.0,305972.0,,184.0,,35.0,,28.0
2021-02-25,RI,125185.0,663947.0,,163.0,8875.0,34.0,,17.0
2021-02-25,SC,511546.0,4421446.0,,939.0,20195.0,223.0,,128.0
2021-02-25,SD,111964.0,308601.0,,100.0,6589.0,20.0,,12.0
2021-02-25,TN,770940.0,,,1139.0,18506.0,286.0,,137.0
2021-02-25,TX,2621181.0,,,6724.0,,2061.0,,
2021-02-25,UT,369433.0,1525558.0,,248.0,14597.0,87.0,2295.0,
2021-02-25,VA,570982.0,,217.0,1488.0,23871.0,303.0,,183.0
2021-02-25,VI,2623.0,44650.0,102.0,,,,,
2021-02-25,VT,14840.0,313356.0,,30.0,,11.0,,
2021-02-25,WA,336565.0,,,534.0,19211.0,152.0,,60.0
2021-02-25,WI,615225.0,2615455.0,28.0,355.0,25954.0,93.0,2251.0,
2021-02-25,WI,615225.0,2615455.0,28.0,355.0,25954.0,93.0,2251.0,
2021-02-25,WV,130813.0,,,282.0,,74.0,,40.0
2021-02-25,WY,54202.0,180468.0,,20.0,1377.0,,,
2021-02-24,AK,55736.0,,,46.0,1260.0,,,4.0
2021-02-24,AL,490220.0,1885151.0,,773.0,45250.0,,2641.0,
2021-02-24,AR,317396.0,2367951.0,,545.0,14649.0,204.0,,99.0
2021-02-24,AS,0.0,2140.0,,,,,,
2021-02-24,AZ,811968.0,2960197.0,,1449.0,57156.0,430.0,,253.0
