date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently
2021-02-24,CA,3455361.0,,,6764.0,,1842.0,,
2021-02-24,CO,423558.0,2149917.0,,427.0,23349.0,,,
2021-02-24,CT,278184.0,,,495.0,,,,
2021-02-24,DC,39943.0,,,211.0,,57.0,,31.0
2021-02-24,DE,85506.0,533904.0,,182.0,,27.0,,
2021-02-24,FL,1851151.0,9080964.0,8322.0,4077.0,79675.0,,,
2021-02-24,GA,994061.0,,,2615.0,55394.0,,8999.0,
2021-02-24,GU,7729.0,109164.0,,6.0,,2.0,,2.0
2021-02-24,HI,28050.0,,,37.0,2204.0,6.0,,6.0
2021-02-24,HI,28050.0,,,37.0,2204.0,6.0,,6.0
2021-02-24,IA,278410.0,1027492.0,,233.0,,57.0,,23.0
2021-02-24,ID,169866.0,495851.0,,110.0,7033.0,25.0,1227.0,
2021-02-24,IL,1179342.0,,,1511.0,,338.0,,172.0
2021-02-24,IN,658043.0,2435646.0,,886.0,42635.0,158.0,7445.0,79.0
2021-02-24,KS,292837.0,955931.0,,214.0,9189.0,52.0,2482.0,22.0
2021-02-24,KY,400307.0,,,883.0,18859.0,228.0,3930.0,112.0
2021-02-24,LA,426925.0,5040972.0,,687.0,,,,102.0
2021-02-24,MA,573885.0,4311159.0,,875.0,19444.0,219.0,,151.0
2021-02-24,MD,378490.0,2972600.0,,960.0,34672.0,249.0,,
2021-02-24,ME,43900.0,,,74.0,1515.0,25.0,,7.0
2021-02-24,MI,641270.0,,,855.0,,200.0,,86.0
2021-02-24,MI,641270.0,,,855.0,,200.0,,86.0
2021-02-24,MN,480845.0,2972750.0,,292.0,25579.0,59.0,5284.0,
2021-02-24,MO,476351.0,1843214.0,,1182.0,,244.0,,161.0
2021-02-24,MP,143.0,17429.0,,,4.0,,,
2021-02-24,MS,291891.0,1436186.0,,554.0,9012.0,141.0,,90.0
2021-02-24,MT,99242.0,,,97.0,4559.0,18.0,,12.0
2021-02-24,NC,849630.0,,,1530.0,,380.0,,
2021-02-24,ND,99531.0,303582.0,,28.0,3860.0,5.0,563.0,
2021-02-24,NE,199782.0,759715.0,,178.0,6059.0,,,
2021-02-24,NH,74258.0,573210.0,,103.0,1101.0,,342.0,
2021-02-24,NJ,775386.0,9712105.0,,2070.0,63252.0,435.0,,273.0
2021-02-24,NM,183781.0,,,251.0,13024.0,,,
2021-02-24,NV,292059.0,1108772.0,,534.0,,120.0,,78.0
2021-02-24,NY,1597774.0,,,5876.0,,1154.0,,800.0
2021-02-24,OH,959995.0,,,1338.0,49788.0,356.0,7083.0,236.0
2021-02-24,OK,421010.0,3024431.0,3773.0,591.0,23768.0,161.0,,
2021-02-24,OR,153645.0,,,191.0,8496.0,49.0,,24.0
2021-02-24,PA,920634.0,3843793.0,,1972.0,,433.0,,239.0
2021-02-24,PA,920634.0,3843793.0,,1972.0,,433.0,,239.0
2021-02-24,PR,99519.0,305972.0,,242.0,,46.0,,38.0
2021-02-24,RI,124718.0,662136.0,,168.0,8850.0,32.0,,16.0
2021-02-24,SC,509044.0,4396259.0,,968.0,20117.0,231.0,,129.0
2021-02-24,SD,111808.0,308019.0,,102.0,6570.0,17.0,,9.0
2021-02-24,TN,768946.0,,,1142.0,18430.0,280.0,,148.0
2021-02-24,TX,2613792.0,,,6738.0,,2063.0,,
2021-02-24,UT,368601.0,1521375.0,,252.0,14554.0,91.0,2288.0,
2021-02-24,VA,568946.0,,291.0,1564.0,23798.0,318.0,,185.0
2021-02-24,VI,2613.0,44366.0,117.0,,,,,
2021-02-24,VT,14768.0,312998.0,,32.0,,10.0,,
2021-02-24,WA,335693.0,,,544.0,19160.0,98.0,,58.0
2021-02-24,WI,614260.0,2603118.0,45.0,347.0,25893.0,92.0,2250.0,
2021-02-24,WI,614260.0,2603118.0,45.0,347.0,25893.0,92.0,2250.0,
2021-02-24,WV,130382.0,,,292.0,,74.0,,40.0
2021-02-24,WY,53988.0,180228.0,,25.0,1374.0,,,
2021-02-23,AK,55560.0,,,38.0,1260.0,,,5.0
2021-02-23,AL,488973.0,1882180.0,,762.0,45250.0,,2632.0,
2021-02-23,AR,316593.0,2359571.0,,545.0,14617.0,204.0,,99.0
2021-02-23,AS,0.0,2140.0,,,,,,
2021-02-23,AZ,810658.0,2953210.0,,1515.0,57072.0,447.0,,266.0
2021-02-23,CA,3450058.0,,,6908.0,,1898.0,,
2021-02-23,CO,422390.0,2143029.0,,447.0,23293.0,,,
2021-02-23,CT,276691.0,,,511.0,,,,
2021-02-23,DC,39844.0,,,211.0,,57.0,,31.0
2021-02-23,DE,85228.0,532673.0,,181.0,,27.0,,
2021-02-23,FL,1844228.0,9051605.0,8300.0,4198.0,79410.0,,,
2021-02-23,GA,990821.0,,,2696.0,55167.0,,8967.0,
2021-02-23,GU,7727.0,108733.0,,4.0,,2.0,,2.0
2021-02-23,HI,28000.0,,,37.0,2196.0,7.0,,6.0
2021-02-23,HI,28000.0,,,37.0,2196.0,7.0,,6.0
2021-02-23,IA,277821.0,1025391.0,,227.0,,58.0,,25.0
2021-02-23,ID,169584.0,494773.0,,110.0,7007.0,25.0,1224.0,
2021-02-23,IL,1177320.0,,,1488.0,,361.0,,172.0
2021-02-23,IN,657037.0,2431692.0,,873.0,42557.0,159.0,7438.0,75.0
2021-02-23,KS,291715.0,951784.0,,214.0,9103.0,52.0,2466.0,22.0
2021-02-23,KY,399013.0,,,894.0,18768.0,242.0,3912.0,121.0
2021-02-23,LA,426048.0,5020119.0,,715.0,,,,111.0
2021-02-23,MA,571783.0,4299958.0,,879.0,19176.0,225.0,,147.0
2021-02-23,MD,377628.0,2967660.0,,978.0,34577.0,258.0,,
2021-02-23,ME,43736.0,,,67.0,1511.0,25.0,,7.0
2021-02-23,MI,639712.0,,,891.0,,207.0,,93.0
2021-02-23,MI,639712.0,,,891.0,,207.0,,93.0
2021-02-23,MN,480091.0,2967997.0,,269.0,25528.0,54.0,5276.0,
2021-02-23,MO,475791.0,1840357.0,,1127.0,,234.0,,160.0
2021-02-23,MP,143.0,17429.0,,,4.0,,,
2021-02-23,MS,291222.0,1436186.0,,571.0,9012.0,153.0,,93.0
2021-02-23,MT,99040.0,,,85.0,4554.0,21.0,,13.0
2021-02-23,NC,846284.0,,,1563.0,,384.0,,
2021-02-23,ND,99416.0,303267.0,,31.0,3859.0,5.0,562.0,
2021-02-23,NE,199402.0,758267.0,,166.0,6048.0,,,
2021-02-23,NH,73923.0,571901.0,,112.0,1095.0,,341.0,
2021-02-23,NJ,772267.0,9674485.0,,2047.0,63190.0,451.0,,281.0
2021-02-23,NM,183335.0,,,261.0,12989.0,,,
2021-02-23,NV,291543.0,1106648.0,,581.0,,131.0,,84.0
2021-02-23,NY,1591585.0,,,5977.0,,1176.0,,799.0
2021-02-23,OH,958153.0,,,1359.0,49651.0,366.0,7073.0,242.0
2021-02-23,OK,420212.0,3009878.0,2440.0,602.0,23700.0,168.0,,
2021-02-23,OR,153134.0,,,191.0,8457.0,50.0,,23.0
2021-02-23,PA,917848.0,3834470.0,,1963.0,,418.0,,240.0
2021-02-23,PA,917848.0,3834470.0,,1963.0,,418.0,,240.0
2021-02-23,PR,99476.0,305972.0,,225.0,,43.0,,39.0
2021-02-23,RI,124262.0,660536.0,,170.0,8835.0,32.0,,19.0
2021-02-23,SC,506912.0,4342713.0,,977.0,20024.0,232.0,,126.0
2021-02-23,SD,111546.0,307241.0,,91.0,6548.0,17.0,,10.0
2021-02-23,TN,767315.0,,,1129.0,18363.0,285.0,,158.0
2021-02-23,TX,2606275.0,,,7014.0,,2085.0,,
2021-02-23,UT,367789.0,1517013.0,,271.0,14520.0,95.0,2280.0,
2021-02-23,VA,567039.0,,298.0,1621.0,23698.0,315.0,,196.0
2021-02-23,VI,2589.0,43897.0,117.0,,,,,
2021-02-23,VT,14691.0,312572.0,,37.0,,12.0,,
2021-02-23,WA,334962.0,,,565.0,19110.0,121.0,,55.0
2021-02-23,WI,613419.0,2598601.0,45.0,347.0,25838.0,92.0,2249.0,
2021-02-23,WI,613419.0,2598601.0,45.0,347.0,25838.0,92.0,2249.0,
2021-02-23,WV,130139.0,,,296.0,,78.0,,35.0
2021-02-23,WY,53944.0,179431.0,,21.0,1373.0,,,
2021-02-22,AK,55507.0,,,39.0,1251.0,,,5.0
2021-02-22,AL,487520.0,1877930.0,,862.0,45128.0,,2623.0,
2021-02-22,AR,315759.0,2355211.0,,588.0,14570.0,225.0,,109.0
2021-02-22,AS,0.0,2140.0,,,,,,
2021-02-22,AZ,809474.0,2948102.0,,1590.0,56994.0,478.0,,299.0
2021-02-22,CA,3446611.0,,,7165.0,,2010.0,,
2021-02-22,CO,421294.0,2139035.0,,433.0,23183.0,,,
2021-02-22,CT,275334.0,,,500.0,,,,
2021-02-22,DC,39755.0,,,207.0,,54.0,,33.0
2021-02-22,DE,85090.0,532452.0,,182.0,,19.0,,
2021-02-22,FL,1838745.0,9029719.0,8230.0,4175.0,79096.0,,,
2021-02-22,GA,987041.0,,,2760.0,54883.0,,8931.0,
2021-02-22,GU,7727.0,108141.0,,5.0,,2.0,,2.0
2021-02-22,HI,27953.0,,,54.0,2210.0,24.0,,23.0
2021-02-22,HI,27953.0,,,54.0,2210.0,24.0,,23.0
2021-02-22,IA,277580.0,1024290.0,,222.0,,54.0,,25.0
2021-02-22,ID,169150.0,493294.0,,142.0,6983.0,37.0,1220.0,
2021-02-22,IL,1175655.0,,,1504.0,,377.0,,169.0
2021-02-22,IN,656358.0,2429196.0,,878.0,42500.0,163.0,7411.0,73.0
2021-02-22,KS,291715.0,951784.0,,214.0,9103.0,52.0,2466.0,22.0
2021-02-22,KY,397526.0,,,870.0,18625.0,243.0,3888.0,119.0
2021-02-22,LA,424644.0,4999299.0,,740.0,,,,113.0
2021-02-22,MA,570546.0,4292030.0,,888.0,19176.0,229.0,,140.0
2021-02-22,MD,376966.0,2964696.0,,992.0,34493.0,276.0,,
2021-02-22,ME,43594.0,,,72.0,1508.0,22.0,,6.0
2021-02-22,MI,637928.0,,,841.0,,225.0,,93.0
2021-02-22,MI,637928.0,,,841.0,,225.0,,93.0
2021-02-22,MN,479591.0,2965954.0,,235.0,25478.0,48.0,5264.0,
2021-02-22,MO,475348.0,1838390.0,,1206.0,,244.0,,165.0
2021-02-22,MP,143.0,17429.0,,,4.0,,,
2021-02-22,MS,290874.0,1436186.0,,560.0,8978.0,143.0,,92.0
2021-02-22,MT,98810.0,,,78.0,4527.0,18.0,,11.0
2021-02-22,NC,844770.0,,,1567.0,,383.0,,
2021-02-22,ND,99312.0,302972.0,,38.0,3860.0,7.0,562.0,
2021-02-22,NE,199045.0,757334.0,,161.0,6031.0,,,
2021-02-22,NH,73665.0,571476.0,,109.0,1093.0,,340.0,
2021-02-22,NJ,769109.0,9566182.0,,2023.0,63172.0,438.0,,289.0
2021-02-22,NM,183023.0,,,247.0,12938.0,,,
2021-02-22,NV,291145.0,1103209.0,,580.0,,142.0,,87.0
2021-02-22,NY,1584931.0,,,5804.0,,1148.0,,780.0
2021-02-22,OH,955378.0,,,1374.0,49492.0,367.0,7044.0,250.0
2021-02-22,OK,419853.0,2996195.0,871.0,620.0,23684.0,188.0,,
2021-02-22,OR,152818.0,,,206.0,8403.0,56.0,,24.0
2021-02-22,PA,915018.0,3827159.0,,1963.0,,418.0,,240.0
2021-02-22,PA,915018.0,3827159.0,,1963.0,,418.0,,240.0
2021-02-22,PR,99257.0,305972.0,,233.0,,41.0,,34.0
2021-02-22,RI,123980.0,659066.0,,186.0,8815.0,27.0,,18.0
2021-02-22,SC,505589.0,4342713.0,,993.0,19994.0,231.0,,135.0
2021-02-22,SD,111334.0,306570.0,,91.0,6537.0,10.0,,7.0
2021-02-22,TN,766089.0,,,1128.0,18311.0,295.0,,167.0
2021-02-22,TX,2594466.0,,,6964.0,,2114.0,,
2021-02-22,UT,367073.0,1513740.0,,265.0,14466.0,99.0,2270.0,
2021-02-22,VA,565270.0,,244.0,1540.0,23530.0,318.0,,187.0
2021-02-22,VI,2579.0,43693.0,108.0,,,,,
2021-02-22,VT,14608.0,311508.0,,38.0,,13.0,,
2021-02-22,WA,333794.0,,,608.0,19033.0,123.0,,54.0
2021-02-22,WI,612712.0,2595614.0,46.0,348.0,25775.0,95.0,2247.0,
2021-02-22,WI,612712.0,2595614.0,46.0,348.0,25775.0,95.0,2247.0,
2021-02-22,WV,129854.0,,,294.0,,80.0,,33.0
2021-02-22,WY,53900.0,179431.0,,21.0,1372.0,,,
2021-02-21,AK,55198.0,,,34.0,1243.0,,,4.0
2021-02-21,AL,486843.0,1875829.0,,867.0,44767.0,,2623.0,
2021-02-21,AR,315514.0,2352972.0,,577.0,14540.0,219.0,,114.0
2021-02-21,AS,0.0,2140.0,,,,,,
2021-02-21,AZ,807967.0,2940237.0,,1598.0,56946.0,501.0,,286.0
2021-02-21,CA,3441946.0,,,7313.0,,2073.0,,
2021-02-21,CO,420614.0,2135251.0,,440.0,23169.0,,,
2021-02-21,CT,273101.0,,,535.0,,,,
2021-02-21,DC,39648.0,,,196.0,,52.0,,28.0
2021-02-21,DE,84732.0,531605.0,,175.0,,24.0,,
2021-02-21,FL,1834708.0,9012223.0,8223.0,4160.0,78946.0,,,
2021-02-21,GA,985505.0,,,2778.0,54753.0,,8927.0,
2021-02-21,GU,7720.0,106994.0,,5.0,,2.0,,2.0
2021-02-21,HI,27904.0,,,42.0,2182.0,11.0,,7.0
2021-02-21,HI,27904.0,,,42.0,2182.0,11.0,,7.0
2021-02-21,IA,277268.0,1022903.0,,229.0,,58.0,,27.0
2021-02-21,ID,169150.0,493294.0,,142.0,6983.0,37.0,1220.0,
2021-02-21,IL,1174409.0,,,1468.0,,356.0,,170.0
2021-02-21,IN,655541.0,2428352.0,,870.0,42445.0,161.0,7408.0,80.0
2021-02-21,KS,290832.0,947591.0,,290.0,9071.0,82.0,2457.0,34.0
2021-02-21,KY,396997.0,,,902.0,18601.0,248.0,3883.0,148.0
2021-02-21,LA,424176.0,4992511.0,,756.0,,,,120.0
2021-02-21,MA,569284.0,4284944.0,,927.0,19176.0,234.0,,153.0
2021-02-21,MD,376355.0,2960703.0,,973.0,34439.0,284.0,,
2021-02-21,ME,43497.0,,,75.0,1506.0,24.0,,6.0
2021-02-21,MI,636269.0,,,860.0,,217.0,,107.0
2021-02-21,MI,636269.0,,,860.0,,217.0,,107.0
2021-02-21,MN,479036.0,2960755.0,,282.0,25455.0,59.0,5258.0,
2021-02-21,MO,474997.0,1836185.0,,1234.0,,257.0,,178.0
2021-02-21,MP,143.0,17429.0,,,4.0,,,
2021-02-21,MS,290632.0,1393383.0,,563.0,8978.0,152.0,,89.0
2021-02-21,MT,98779.0,,,78.0,4522.0,18.0,,11.0
2021-02-21,NC,842637.0,,,1647.0,,402.0,,
2021-02-21,ND,99277.0,302885.0,,40.0,3857.0,8.0,562.0,
2021-02-21,NE,198949.0,756992.0,,163.0,6034.0,,,
2021-02-21,NH,73413.0,571296.0,,109.0,1093.0,,339.0,
2021-02-21,NJ,766405.0,9566182.0,,2065.0,63108.0,434.0,,288.0
2021-02-21,NM,182789.0,,,242.0,12916.0,,,
2021-02-21,NV,290972.0,1101946.0,,639.0,,145.0,,103.0
2021-02-21,NY,1578785.0,,,5764.0,,1162.0,,794.0
2021-02-21,OH,953767.0,,,1434.0,49372.0,382.0,7028.0,231.0
2021-02-21,OK,419354.0,2996195.0,871.0,620.0,23667.0,188.0,,
2021-02-21,OR,152711.0,,,206.0,8403.0,56.0,,24.0
2021-02-21,PA,913497.0,3822646.0,,1959.0,,421.0,,253.0
2021-02-21,PA,913497.0,3822646.0,,1959.0,,421.0,,253.0
2021-02-21,PR,99084.0,305972.0,,217.0,,44.0,,37.0
2021-02-21,RI,123821.0,658279.0,,177.0,8870.0,29.0,,18.0
2021-02-21,SC,504149.0,4343561.0,,1013.0,19966.0,240.0,,144.0
2021-02-21,SD,111304.0,306471.0,,90.0,6524.0,17.0,,9.0
2021-02-21,TN,765137.0,,,1128.0,18284.0,300.0,,171.0
2021-02-21,TX,2588101.0,,,7146.0,,2268.0,,
2021-02-21,UT,366735.0,1511410.0,,263.0,14445.0,100.0,2269.0,
2021-02-21,VA,564115.0,,209.0,1548.0,23481.0,306.0,,186.0
2021-02-21,VI,2575.0,43564.0,108.0,,,,,
2021-02-21,VT,14493.0,310790.0,,39.0,,10.0,,
2021-02-21,WA,333794.0,,,608.0,19033.0,123.0,,54.0
2021-02-21,WI,612240.0,2592363.0,31.0,353.0,25743.0,83.0,2242.0,
2021-02-21,WI,612240.0,2592363.0,31.0,353.0,25743.0,83.0,2242.0,
2021-02-21,WV,129616.0,,,289.0,,75.0,,39.0
2021-02-21,WY,53795.0,178648.0,,31.0,1369.0,,,
2021-02-20,AK,55198.0,,,34.0,1243.0,,,4.0
2021-02-20,AL,485986.0,1872725.0,,895.0,44767.0,,2623.0,
2021-02-20,AR,315230.0,2350951.0,,605.0,14526.0,223.0,,103.0
2021-02-20,AS,0.0,2140.0,,,,,,
2021-02-20,AZ,806163.0,2931160.0,,1650.0,56872.0,517.0,,294.0
2021-02-20,CA,3435186.0,,,7747.0,,2168.0,,
2021-02-20,CO,419812.0,2130803.0,,437.0,23156.0,,,
2021-02-20,CT,273101.0,,,535.0,,,,
2021-02-20,DC,39553.0,,,206.0,,53.0,,30.0
2021-02-20,DE,84531.0,530918.0,,178.0,,21.0,,
2021-02-20,FL,1829773.0,8989547.0,8193.0,4213.0,78840.0,,,
2021-02-20,GA,983747.0,,,2840.0,54647.0,,8924.0,
2021-02-20,GU,7716.0,106994.0,,5.0,,2.0,,2.0
2021-02-20,HI,27837.0,,,42.0,2182.0,11.0,,7.0
2021-02-20,HI,27837.0,,,42.0,2182.0,11.0,,7.0
2021-02-20,IA,276966.0,1021641.0,,238.0,,56.0,,24.0
2021-02-20,ID,168953.0,492368.0,,142.0,6973.0,37.0,1219.0,
2021-02-20,IL,1172824.0,,,1551.0,,351.0,,171.0
2021-02-20,IN,654660.0,2421585.0,,923.0,42378.0,172.0,7391.0,78.0
2021-02-20,KS,290832.0,947591.0,,290.0,9071.0,82.0,2457.0,34.0
2021-02-20,KY,396018.0,,,921.0,18555.0,245.0,3871.0,125.0
2021-02-20,LA,422287.0,4967843.0,,806.0,,,,129.0
2021-02-20,MA,567764.0,4276228.0,,970.0,19176.0,246.0,,152.0
2021-02-20,MD,375737.0,2956317.0,,1049.0,34355.0,278.0,,
2021-02-20,ME,43367.0,,,75.0,1505.0,24.0,,6.0
2021-02-20,MI,636269.0,,,860.0,,217.0,,107.0
2021-02-20,MI,636269.0,,,860.0,,217.0,,107.0
2021-02-20,MN,478157.0,2950728.0,,282.0,25426.0,59.0,5249.0,
2021-02-20,MO,474587.0,1833540.0,,1257.0,,275.0,,190.0
2021-02-20,MP,135.0,17429.0,,,4.0,,,
2021-02-20,MS,290242.0,1393383.0,,563.0,8978.0,152.0,,89.0
2021-02-20,MT,98641.0,,,78.0,4517.0,18.0,,11.0
2021-02-20,NC,840096.0,,,1708.0,,409.0,,
2021-02-20,ND,99228.0,302687.0,,39.0,3856.0,8.0,562.0,
2021-02-20,NE,198751.0,756304.0,,170.0,6032.0,,,
2021-02-20,NH,73161.0,570489.0,,109.0,1092.0,,338.0,
2021-02-20,NJ,764374.0,9566182.0,,2145.0,63062.0,454.0,,290.0
2021-02-20,NM,182475.0,,,278.0,12901.0,,,
2021-02-20,NV,290671.0,1100139.0,,639.0,,145.0,,103.0
2021-02-20,NY,1572175.0,,,5977.0,,1162.0,,801.0
2021-02-20,OH,952306.0,,,1454.0,49317.0,386.0,7023.0,239.0
2021-02-20,OK,418318.0,2996195.0,871.0,620.0,23606.0,188.0,,
2021-02-20,OR,152190.0,,,206.0,8403.0,56.0,,24.0
2021-02-20,PA,911591.0,3815778.0,,2060.0,,443.0,,259.0
2021-02-20,PA,911591.0,3815778.0,,2060.0,,443.0,,259.0
2021-02-20,PR,98835.0,305972.0,,215.0,,39.0,,37.0
2021-02-20,RI,123548.0,656943.0,,177.0,8870.0,29.0,,18.0
2021-02-20,SC,501277.0,4309050.0,,1086.0,19899.0,246.0,,144.0
2021-02-20,SD,111165.0,306170.0,,95.0,6509.0,17.0,,9.0
2021-02-20,TN,764008.0,,,1123.0,18267.0,292.0,,165.0
2021-02-20,TX,2583617.0,,,7535.0,,2321.0,,
2021-02-20,UT,366034.0,1507875.0,,260.0,14421.0,99.0,2269.0,
2021-02-20,VA,561812.0,,195.0,1594.0,23436.0,312.0,,186.0
2021-02-20,VI,2575.0,43564.0,108.0,,,,,
2021-02-20,VT,14359.0,309335.0,,39.0,,11.0,,
2021-02-20,WA,332904.0,,,608.0,18969.0,123.0,,59.0
2021-02-20,WI,611789.0,2588501.0,41.0,370.0,25716.0,96.0,2240.0,
2021-02-20,WI,611789.0,2588501.0,41.0,370.0,25716.0,96.0,2240.0,
2021-02-20,WV,129364.0,,,292.0,,77.0,,42.0
2021-02-20,WY,53683.0,178648.0,,31.0,1367.0,,,
2021-02-19,AK,55198.0,,,34.0,1243.0,,,4.0
2021-02-19,AL,485212.0,1867861.0,,951.0,44767.0,,2619.0,
2021-02-19,AR,314713.0,2348207.0,,630.0,14500.0,237.0,,108.0
2021-02-19,AS,0.0,2140.0,,,,,,
2021-02-19,AZ,804116.0,2918905.0,,1738.0,56732.0,563.0,,334.0
2021-02-19,CA,3428518.0,,,8156.0,,2291.0,,
2021-02-19,CO,418695.0,2126610.0,,451.0,23101.0,,,
2021-02-19,CT,273101.0,,,535.0,,,,
2021-02-19,DC,39461.0,,,209.0,,48.0,,24.0
2021-02-19,DE,84181.0,529807.0,,173.0,,20.0,,
2021-02-19,FL,1822644.0,8956962.0,8100.0,4298.0,78590.0,,,
2021-02-19,GA,980411.0,,,2973.0,54434.0,,8898.0,
2021-02-19,GU,7715.0,106994.0,,5.0,,2.0,,2.0
2021-02-19,HI,27778.0,,,42.0,2182.0,11.0,,7.0
2021-02-19,HI,27778.0,,,42.0,2182.0,11.0,,7.0
2021-02-19,IA,276621.0,1020693.0,,241.0,,60.0,,26.0
2021-02-19,ID,168639.0,491263.0,,164.0,6964.0,37.0,1218.0,
2021-02-19,IL,1170902.0,,,1596.0,,366.0,,190.0
2021-02-19,IN,653245.0,2416621.0,,948.0,42333.0,179.0,7383.0,88.0
2021-02-19,KS,290832.0,947591.0,,290.0,9071.0,82.0,2457.0,34.0
2021-02-19,KY,394687.0,,,923.0,18438.0,265.0,3853.0,131.0
2021-02-19,LA,422287.0,4967843.0,,806.0,,,,129.0
2021-02-19,MA,565794.0,4267078.0,,990.0,19176.0,258.0,,163.0
2021-02-19,MD,374974.0,2951435.0,,1016.0,34265.0,272.0,,
2021-02-19,ME,43224.0,,,87.0,1503.0,29.0,,7.0
2021-02-19,MI,635446.0,,,860.0,,217.0,,107.0
2021-02-19,MI,635446.0,,,860.0,,217.0,,107.0
2021-02-19,MN,477287.0,2943682.0,,282.0,25368.0,59.0,5240.0,
2021-02-19,MO,474021.0,1830931.0,,1254.0,,287.0,,194.0
2021-02-19,MP,135.0,17429.0,,,4.0,,,
2021-02-19,MS,289892.0,1393383.0,,560.0,8978.0,154.0,,87.0
2021-02-19,MT,98377.0,,,96.0,4506.0,18.0,,12.0
2021-02-19,NC,836650.0,,,1780.0,,411.0,,
2021-02-19,ND,99153.0,301973.0,,36.0,3847.0,11.0,561.0,
2021-02-19,NE,198442.0,755340.0,,185.0,6009.0,,,
2021-02-19,NH,72767.0,568939.0,,116.0,1092.0,,338.0,
2021-02-19,NJ,761498.0,9566182.0,,2202.0,62958.0,443.0,,300.0
2021-02-19,NM,182050.0,,,278.0,12891.0,,,
2021-02-19,NV,290300.0,1098605.0,,670.0,,154.0,,106.0
2021-02-19,NY,1564483.0,,,6155.0,,1199.0,,834.0
